"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"in-3de1a3fcda4f2ce9","indeed","https://ph.indeed.com/viewjob?jk=3de1a3fcda4f2ce9","https://payreto.applytojob.com/apply/RIVs5wiZY7/Senior-Full-Stack-Engineer?source=INDE&~","Senior Full Stack Engineer","Payreto","Makati, P00, PH","2026-07-10","fulltime","","","","","",False,"","","","","**WHAT WE OFFER*** Competitive Salary Packages
* Professional Development Opportunities
* Hybrid Work Setup
* Equipment Provided
* Day 1 HMO
* Life Insurance

**POSITION OVERVIEW**  

The Senior Full Stack Engineer is responsible for architecting, building, and maintaining high\\-performance user interfaces and robust, scalable server\\-side systems. Leveraging expert\\-level knowledge of frontend frameworks like React and Next.js alongside enterprise backend technologies like PHP/Laravel or Node.js, this role drives full\\-stack ownership of features from technical discovery to production deployment. Operating with significant  

autonomy, the ideal candidate will steer architectural decision\\-making, champion engineering best practices, and mentor cross\\-functional team members to ensure technical excellence across the entire stack.  

  

**WHAT WILL YOU DO?****Frontend Development \\& Architecture**

* **Drive frontend technical vision:** Lead the development of highly responsive, scalable, and reusable UI components using React and Next.js, establishing organizational design tokens and consistent architectural patterns.
* **Pixel\\-Perfect Execution:** Translate complex UI/UX designs into clean, highly maintainable, and accessible (WCAG compliant) frontend code optimized for maximum speed and cross\\-browser fidelity.

**Backend Infrastructure \\& API Integration**

* **Robust API Design:** Design, scale, and maintain high\\-throughput, secure RESTful and GraphQL APIs and server\\-side logic using PHP/Laravel or Node.js.
* **System Optimization**: Oversee database schema design, indexing, caching strategies, and server\\-side performance tuning to ensure minimal latency and high availability

**Engineering Leadership \\& Mentorship**

* **Technical Guidance:** Conduct rigorous code reviews, establish engineering standards, and mentor junior/mid\\-level developers to uplift the team's overall technical capability.
* **DevOps \\& Delivery:** Drive CI/CD pipeline optimizations, comprehensive testing strategies (unit, integration, E2E), and maintain clear architectural documentation.

  

**WHAT SHOULD YOU HAVE?*** **Experience:** 5\\+ years of professional full\\-stack development experience handling complex, consumer\\-facing production applications.
* **Technical Expertise:** Advanced, deep proficiency in React, Next.js, TypeScript, and modern backend architectures (MVC, Microservices, Event\\-driven).
* **Autonomy \\& Problem Solving:** Proven ability to navigate ambiguous product requirements, independently formulate technical solutions, and manage systemic technical debt.
* **Continuous Improvement:** Proactively evaluates emerging frameworks, security paradigms, and infrastructure optimizations to introduce high\\-value technical innovations to the team




RIVs5wiZY7","","https://ph.indeed.com/cmp/Payreto-1","","","","","","","","","","","",""
"in-fda0e2eed1d44728","indeed","https://ph.indeed.com/viewjob?jk=fda0e2eed1d44728","http://ph.indeed.com/job/technical-developer-engineer-fda0e2eed1d44728","Technical Developer Engineer","J-K International Language Center","Quezon City, P00, PH","2026-07-10","fulltime","","","","","",False,"","","","","**JOB DETAILS**

**COMPANY PROFILE:** A leading **IT/BPO company** providing innovative software solutions, enterprise application support, and technology services to global clients. The company is committed to delivering reliable, high\\-quality technical support and digital solutions.

**Position: Technical Developer Engineer**  
**Company Industry: IT / BPO**   
**Work Location: Quezon City**   
**Work Setup: Hybrid**   
**Salary: Negotiable**

**JOB REQUIREMENTS**

* Bachelor's degree in Computer Science, Information Technology, Engineering, or any related field
* With **5–6 years** of experience in Software Support, Production Support, or Backend Engineering
* Strong knowledge of **Java, Spring Boot, Microservices, REST \\& SOAP APIs, Postman, SQL (MySQL/PostgreSQL), and Linux/Unix**
* Experience using **Splunk, ELK, or Datadog** for system monitoring, troubleshooting, and incident management
* Experience with **AWS, Azure, or GCP**, **Kafka/ActiveMQ/RabbitMQ**, **JIRA**, and basic knowledge of **Angular, HTML, and CSS** is an advantage

**JOB RESPONSIBILITIES**

* Provide technical support and troubleshoot software, APIs, and backend application issues
* Investigate production incidents, perform root cause analysis (RCA), and implement effective solutions
* Monitor system performance, analyze logs, and resolve technical issues using monitoring tools
* Collaborate with Engineering and Product teams to resolve software defects and improve system performance
* Create technical documentation, support knowledge base updates, and recommend process improvements

**RECRUITMENT PROCESS**

* Online Initial Interview
* Online Technical Interview
* Final Interview

Pay: Php80,000\\.00 \\- Php120,000\\.00 per month

Benefits:

* Employee discount
* On\\-site parking
* Paid training
* Promotion to permanent employee

Work Location: In person","","https://ph.indeed.com/cmp/J--k-International-Language-Center","","","","","","","","","","","",""
"in-30895b1dd16dd36a","indeed","https://ph.indeed.com/viewjob?jk=30895b1dd16dd36a","https://jobs.geco.asia:443/o/ckbBagKae0?source=Indeed","ServiceNow Developer / Consultant (Junior, Mid, and Senior Levels)","Geco Asia Pte Ltd","Manila, P00, PH","2026-07-10","fulltime","","","","","",False,"","","","","**Job Summary**
---------------


We are looking for ServiceNow professionals across Junior, Mid, and Senior levels to join our growing team. The ideal candidate will be responsible for designing, developing, configuring, and supporting ServiceNow solutions that enhance business processes and improve service delivery. Depending on experience, responsibilities may range from assisting with platform development to leading complex implementations and mentoring team members.

**Key Responsibilities**
------------------------

* Design, configure, develop, and customize ServiceNow applications based on business requirements.
* Develop and maintain workflows, business rules, client scripts, UI policies, forms, catalogs, and other platform components.
* Build and support integrations with internal and external systems.
* Troubleshoot, resolve, and enhance existing ServiceNow solutions.
* Participate in requirements gathering, solution design, testing, deployment, and production support.
* Collaborate with cross\\-functional teams, business stakeholders, and technical teams to deliver high\\-quality solutions.
* Prepare and maintain technical documentation.
* Support platform upgrades, maintenance, and continuous improvement initiatives.
* Participate in Agile ceremonies and contribute to project delivery.
* For senior\\-level candidates, lead technical workstreams, mentor junior team members, and provide technical guidance on solution design and implementation.

**Qualifications**
------------------

* Bachelor's degree in Computer Science, Information Technology, Engineering, or a related field.
* Experience in ServiceNow development, configuration, implementation, or administration.
* Hands\\-on experience with one or more ServiceNow modules, including:
	+ ITSM
	+ ITOM
	+ SecOps
	+ IRM
	+ ITAM
	+ HRSD
	+ CSM
	+ SPM
* Knowledge of ServiceNow scripting, workflows, business rules, client scripts, UI policies, and platform customization.
* Experience with integrations, automation, and ServiceNow best practices is an advantage.
* Familiarity with Agile or Scrum development methodologies.
* Strong analytical, troubleshooting, and problem\\-solving skills.
* Excellent communication and stakeholder management skills.

**Experience Levels**
---------------------

* **Junior:** Minimum of 2 years of ServiceNow development or configuration experience.
* **Mid\\-Level:** Proven experience in ServiceNow development, implementation, and customization with the ability to work independently.
* **Senior:** Extensive experience leading ServiceNow implementations, delivering complex solutions, mentoring technical teams, and supporting enterprise ServiceNow environments.","","https://ph.indeed.com/cmp/Geco-Asia-Pte-Ltd","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/026d8dce5b290563d3aca27198ce4949","","","","","","","","","","",""
"in-95da49611987d855","indeed","https://ph.indeed.com/viewjob?jk=95da49611987d855","http://ph.indeed.com/job/mid-senior-web-developer-e-commerce-remote-95da49611987d855","Mid to Senior Web Developer (E-commerce) REMOTE","Private Limited","Work from Home, PH","2026-07-10","fulltime","","","","","",True,"","","","","*Are you driven and passionate in providing customers with a seamless online shopping experience? Let’s get started!*

What your day will look like…

As an **E\\-commerce Developer**, you will be responsible for developing and designing responsive, user\\-friendly and optimized web pages using a variety of technologies. You will collaborate closely with distributed teams to ensure a smooth user experience and implement innovative features that enhance the overall functionality and performance of web\\-based systems.

**Who you are….**

* You should have a solid understanding of e\\-commerce principles and with an eye for beautiful codes and coherent frameworks used in building superb e\\-commerce websites. You have a creative mind, and you solve problems with awesome technological solutions.
* Collaborate with internal teams to translate business requirements and wireframes into functional and visually appealing web pages.
* Create and maintain web applications and APIs to facilitate seamless integration between the e\\-commerce website, payment gateways, inventory management systems, and other third\\-party platforms.
* Optimize website performance, including page load speed, scalability, and responsiveness across different devices and browsers.
* Conduct regular testing, debugging, and troubleshooting of website functionalities to ensure a smooth user experience and resolve any technical issues.
* Ensure website security and data protection measures are in place, including secure payment processing, user authentication, and data encryption.
* Perform other related duties, as assigned.

**Requirements:**

* You have excellent JavaScript skills.
* Proven working experience as a Web Developer, specifically working on e\\-commerce websites, with a strong portfolio of previous projects.
* You have superior skills using these technologies: WordPress, WooCommerce and Shopify plus plug in development.
* Experience working on any of these frameworks: Angular, Vue, React, Bootstrap or similar frameworks.
* You have a good eye for UI/UX design.
* You are proficient in web administration.
* You are self\\-motivated, innovative and can stay abreast with the latest trends and technologies in the industry

**Your non\\-negotiable remote working requirements are:**

* Candidate must have a stable, lined internet connection
* Candidate must have a decent work space at home
* Personal laptop or computer is necessary

Education:

* Bachelor's (Preferred)

Experience:

* Web Development: 3 years (Required)
* E\\-commerce Development: 3 years (Required)
* WordPress \\& WooCommerce : 3 years (Required)

Work Location: Remote","","https://ph.indeed.com/cmp/Private-Limited-3272df77","","","","","","","","","","","",""
"in-8af5ad4d82a9eef5","indeed","https://ph.indeed.com/viewjob?jk=8af5ad4d82a9eef5","http://ph.indeed.com/job/senior-java-engineer-8af5ad4d82a9eef5","Senior Java Engineer","IAlchemy Inc.","Taguig, P00, PH","2026-07-10","fulltime","","","","","",True,"","","","","**Hybrid \\| Taguig \\| Mid shift**

What we're looking for

1\\. 10\\-12 years of professional software development experience with strong expertise in Java and related technologies

2\\. Proven track record of designing and implementing large\\-scale, distributed systems and **microservices architectures**

3\\. Deep knowledge of Java frameworks and ecosystems, including Spring, Hibernate, and related technologies

4\\. Demonstrated leadership experience mentoring engineering teams and driving technical excellence

5\\. Strong understanding of software design patterns, SOLID principles, and architectural best practices

6\\. **Experience with cloud platforms (AWS, Azure, or GCP)** and containerisation technologies such as Docker and Kubernetes

7\\. Proficiency in DevOps practices, CI/CD pipelines, and infrastructure\\-as\\-code approaches

8\\. Excellent problem\\-solving capabilities and the ability to think strategically about technology decisions

9\\. Strong communication skills with the ability to articulate complex technical concepts to diverse stakeholders

10\\. Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent professional experience)

11\\. Preferred: Experience in agile development methodologies, test\\-driven development (TDD), and automated testing frameworks

12\\. Preferred: Contributions to open\\-source projects or demonstrated thought leadership in the Java community

Application Question(s):

* Willing to work a hybrid setup in Taguig and a mid\\-shift schedule

Education:

* Bachelor's (Preferred)

Experience:

* Software Development: 10 years (Preferred)
* Microservices Architectures: 8 years (Preferred)
* Java Development: 8 years (Preferred)
* AWS: 6 years (Preferred)

Work Location: Hybrid remote in Taguig","","https://ph.indeed.com/cmp/Ialchemy-Inc.","","","","","","","","","","","",""
"in-5990177765004545","indeed","https://ph.indeed.com/viewjob?jk=5990177765004545","http://ph.indeed.com/job/senior-software-engineer-java-5990177765004545","Senior Software Engineer - Java","IAlchemy Inc.","Taguig, P00, PH","2026-07-10","fulltime","","","","","",True,"","","","","**Hybrid \\| BGC Taguig \\| Mid\\-shift schedule**

We are looking for a hands\\-on senior solution engineer who can design, build, and operate robust cloud native data and AI solutions. The ideal candidate combines strong software engineering fundamentals with deep practical experience in AWS and Snowflake.

**You will have the following qualifications:** 

* Bachelor's or Master's degree in Computer Science, Software Engineering, Data Science, Artificial Intelligence / Machine Learning, or a related technical discipline.
* **7\\+ years of professional experience in a hands\\-on software engineering**, solution engineering, or data engineering role, with a proven track record of delivering production\\-grade systems in enterprise environments.
* Demonstrated ability to build and operate data products, cloud services, or AI\\-enabled solutions with measurable business outcomes and clear operational ownership.
* **Deep hands\\-on AWS experience is required**, including practical knowledge of core services for compute, storage, networking, identity and access management, security, orchestration, monitoring, and serverless or event\\-driven architectures. AWS certification is preferred, ideally AWS Certified Solutions Architect
* **Strong proficiency in Java, with solid understanding of software design principles**, APIs, automated testing, packaging, dependency management, and production maintainability. Experience with AWS AI services, including Amazon Bedrock, and familiarity with agent\\-based AI solution patterns, retrieval\\-augmented generation, model evaluation, guardrails, and responsible AI practices is preferred.
* Demonstrated habit of using AI\\-assisted engineering tools such as GitHub Copilot, Claude, Cursor, or similar tools as part of everyday development to improve productivity, code quality, testing, documentation, and delivery speed.
* Familiarity with harness engineering or similar AI\\-assisted development concepts, including structuring prompts, evaluation loops, reusable development workflows, automated checks, and feedback mechanisms to improve reliability, repeatability, and engineering quality.
* Strong hands\\-on engineering mindset, with a focus on code quality, sound design decisions, maintainability, and effective collaboration in team\\-based environments.
* Strong familiarity with the software development lifecycle, Git\\-based workflows, CI/CD, infrastructure\\-as\\-code concepts, automated testing, DevOps practices, and production support. Ability to translate ambiguous business problems into clear technical scopes, iterative delivery plans, and measurable success criteria.
* Comfortable working with sensitive and confidential data, and partnering with governance, risk, and security stakeholders to embed controls from the start.
* Strong collaboration and communication skills, with the ability to work closely with business stakeholders and cross\\-functional technology teams.
* **Preferred: background in the financial industry, with an understanding of financial markets, data sensitivity, regulatory expectations, and enterprise risk controls.**

Application Question(s):

* Willing to work a hybrid setup in Taguig and a mid\\-shift schedule

Education:

* Bachelor's (Preferred)

Experience:

* Software Engineer: 7 years (Preferred)
* Java development: 7 years (Preferred)
* AWS: 5 years (Preferred)
* Financial Industry: 5 years (Preferred)
* Snowflake: 5 years (Preferred)

Work Location: Hybrid remote in Taguig","","https://ph.indeed.com/cmp/Ialchemy-Inc.","","","","","","","","","","","",""
"in-56128f48ac426f08","indeed","https://ph.indeed.com/viewjob?jk=56128f48ac426f08","http://ph.indeed.com/job/web-developer-56128f48ac426f08","Web Developer","Optimal Online Marketing OOM Philippines","Work from Home, PH","2026-07-10","fulltime","","","","","",True,"","","","","**Qualifications:**

* Bachelor's Degree in Information Technology or related field.
* At least a year of working experience in the IT field is a plus but is not required.

**Technical Skills**

* Solid understanding of Website and WordPress development standards, including the WordPress file structure, template hierarchy, and Object\\-Oriented Programming (OOP) principles.
* Proficient in managing and customizing various Content Management Systems (CMS) such as WordPress, Shopify, (is a plus for Wix, Magento, OpenCart, and PrestaShop).
* Experienced with Elementor and other builders for building dynamic and scalable WordPress sites.
* Competent in implementing responsive design practices to ensure cross\\-device compatibility and optimal user experience.
* Working knowledge of WordPress CMS, HTML, JavaScript/jQuery, PHP, MySQL, and Bootstrap for front\\-end and back\\-end development tasks.
* Familiar with hosting configurations, including DNS management, A\\-record pointing, and domain setup processes.
* Experience with WooCommerce development, customization, and maintenance is an advantage.
* Knowledge of website performance optimization and SEO best practices.

Pay: Php40,000\\.00 \\- Php45,000\\.00 per month

Work Location: Remote","","https://ph.indeed.com/cmp/Optimal-Online-Marketing-Oom-Philippines","","","","","","","","","","","",""
"in-6a53d495642c47ac","indeed","https://ph.indeed.com/viewjob?jk=6a53d495642c47ac","https://jobs.smartrecruiters.com/Avaloq1/744000137073690-software-engineer-pl-sql-","Software Engineer - PL/SQL","Avaloq","Makati, P00, PH","2026-07-10","fulltime","","","","","",False,"","","","","**Company Description**  

Founded and headquartered in Switzerland, Avaloq is continuously expanding its global footprint with around 2,500 colleagues in 10 countries, and more than 160 clients in 35 countries. We are an industry\\-leading provider of wealth management technology and services for financial institutions around the world, including private banks and wealth managers, investment managers, as well as retail and neo banks. Our research led approach and continual innovation is powered by the passion and creativity of our colleagues.  

We are always looking for talented people to join us on our mission to orchestrate the financial ecosystem and democratize access to wealth management. Avaloq offers the opportunity to work closely with some of the world’s leading financial institutions as we jointly develop and shape careers. Championing a collaborative, supportive and flexible work environment empowers our colleagues to reach their full potential.

 **Job Description**  

This is a brilliant opportunity for Software Engineer to join our global team. In the role you will be in charge of delivering end\\-to\\-end solutions within the Avaloq Digital Platforms with focus on the core system. You will use your insightful knowledge of banking and wealth management processes in tandem with your technical expertise in customization, parameterization and integration.

**Y****our mission:**

* design, develop, and document thought\\-out solutions within the team’s responsibility addressing customer requirements;
* improve and optimize existing functionalities;
* closely collaborate with the product owner, business analysts and other developers;
* work in an agile environment, helping us to improve our processes and deliver projects to our customers;

  

**Qualifications** **What you need:**

* University degree in computer science or equivalent
* Must have at least four years of work experience in a software developer role
* Knowledge in Oracle database architecture and PL/SQL is a must
* Excellent analytical skills and systematic approach to problem solving
* Able to dive quickly into complex problems, refactor and optimize existing code.
* Willingness to learn Avaloq Script (PL/SQL based)
* Very good knowledge of English (C1 level)

**You will get extra points for the following:**

* Banking knowhow is an advantage but not required
* Experience in one or more high level programming language is a plus
* Avaloq Certification is a plus

  

**Additional Information**  

We realize that managing work life balance is a challenge we all face in our daily lives and in order to support with this we are pleased to offer hybrid and flexible working for most of our Avaloqers to maintain work life balance and still continue our fantastic Avaloq culture in our global offices.


In Avaloq we are proud to embrace diversity and understand the success of our business is built on the power of different opinions, we are whole heartedly committed to fostering an equal opportunity environment and inclusive culture where you can be your true authentic self.


We hire, compensate and promote regardless of origin, age, gender identity, sexual orientation or any other fantastic traits that make us all unique, we have done our best to write this advert in an inclusive and neutral way.


Please be aware that we will not accept speculative CV submissions for any of our roles from recruitment agencies, and any unsolicited candidate submissions will be exempt from any payment expectations.

  

\\#LI\\-Hybrid","","https://ph.indeed.com/cmp/Avaloq","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3813c34bfce9fdbdebb30f4b20ce6d53","https://www.avaloq.com/en/home","FREIENBACH","1,001 to 5,000","$100M to $500M (USD)","","","","","","",""
"in-414d3762ec343331","indeed","https://ph.indeed.com/viewjob?jk=414d3762ec343331","https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions/preview/26007766?utm_medium=jobboard&utm_source=indeed","SharePoint Online and Power Platform Developer","Emerson","Mandaluyong, P00, PH","2026-07-10","fulltime","","","","","",False,"","","","idisability.administrator@emerson.com","If you are a **Senior Web Developer, Business Process Automation** professional looking for an opportunity to grow your career, this gives you the chance to design, build, and maintain .Net and Power Platform applications to create automation solutions that streamline processes and improve efficiency. You will collaborate with the team to streamline existing processes, identify areas for operational improvements, and coordinate with different departments like marketing, engineering, and technical support to ensure the validity of the information.


If this sounds like a perfect fit for you, apply now and join our team in Mandaluyong City, Philippines!


**In This Role, Your Responsibilities Will Be:**

* Collaborate with multi\\-functional teams to understand business requirements and develop technical solutions to meet business needs.
* Ensure quality solutions by implementing processes and standards that the team will follow.
* Manage the software delivery cycle of web and automation development projects for PMO, conduct project planning, design, execution, testing, and deployment activities.
* Provide day\\-to\\-day system and maintenance support to PMO SharePoint and Power Platform applications.
* Manage SharePoint administration by creating new site collections, subsites, lists, etc., and develop custom applications, forms, reports, dashboards, and integration solutions with other Microsoft 365 applications.
* Deliver data analytics functions that include data gathering and processing, report and dashboard building, and data analysis.
* Enable proper data management and maintenance in a Power BI environment and administer efficient ETL (extract, transform, load) processes in the data architecture.

**Who You Are:**

You have a strong drive for results and exhibit passion and enthusiasm to get things done. You can efficiently process data, generate accurate, high\\-quality reports, and present results and findings. You develop ideas that generate solutions for business stakeholders. You can proficiently communicate and influence both internal and external customers. You're interpersonally savvy and able to collaborate and efficiently work with people at any level.


**For This Role, You Will Need:**

* Bachelor’s degree in Computer Science, Computer Engineering, Information Technology, Information Systems, Mathematics, Statistics, or related courses.
* 5 years of relevant work experience in oversight of projects and client management.
* Proficiency in Microsoft Office applications, including SharePoint Online (Modern Experience), Power Apps, Power Automate, Power BI, Teams, and Visio.
* Proficiency in HTML, CSS, JavaScript, jQuery, and Rest API.
* Expertise in Excel Macro/VBA, Power Query, DAX.
* Working knowledge of Visual Studio Code and Azure DevOps.

**Preferred Qualifications that Set You Apart:**

* Knowledgeable in Angular 2\\+, TypeScript, and Node.js is a plus.
* Proficiency in Python, SQL and Oracle is a plus.
* Experience in Artificial Intelligence and Machine Learning tools such Copilot is a plus.

**Our Culture \\& Commitment to You:**

At Emerson, we prioritize a workplace where every employee is valued, respected, and empowered to grow. We foster an environment that encourages innovation, collaboration, and diverse perspectives—because we know that great ideas come from great teams. Our commitment to ongoing career development and growing an inclusive culture ensures you have the support to thrive. Whether through mentorship, training, or leadership opportunities, we invest in your success so you can make a lasting impact. We believe diverse teams, working together are key to driving growth and delivering business results.


We recognize the importance of employee wellbeing. We prioritize providing competitive benefits plans, a variety of medical insurance plans, Employee Assistance Program, employee resource groups, recognition, and much more. Our culture offers flexible time off plans, including paid parental leave (maternal and paternal), vacation, and holiday leave.  



\\#LI\\-NB1


  
**WHY EMERSON**

**Our Commitment to Our People**

At Emerson, we are motivated by a spirit of collaboration that helps our diverse, multicultural teams across the world drive innovation that makes the world healthier, safer, smarter, and more sustainable. And we want you to join us in our bold aspiration.


We have built an engaged community of inquisitive, dedicated people who thrive knowing they are welcomed, trusted, celebrated, and empowered to solve the world’s most complex problems — for our customers, our communities, and the planet. You’ll contribute to this vital work while further developing your skills through our award\\-winning employee development programs. We are a proud corporate citizen in every city where we operate and are committed to our people, our communities, and the world at large. We take this responsibility seriously and strive to make a positive impact through every endeavor.


At Emerson, you’ll see firsthand that our people are at the center of everything we do. So, let’s go. Let’s think differently. Learn, collaborate, and grow. Seek opportunity. Push boundaries. Be empowered to make things better. Speed up to break through. Let’s go, together.


**Accessibility Assistance or Accommodation**

If you have a disability and are having difficulty accessing or using this website to apply for a position, please contact: idisability.administrator@emerson.com .  



**ABOUT EMERSON**

Emerson is a global leader in automation technology and software. Through our deep domain expertise and legacy of flawless execution, Emerson helps customers in critical industries like life sciences, energy, power and renewables, chemical and advanced factory automation operate more sustainably while improving productivity, energy security and reliability.


With global operations and a comprehensive portfolio of software and technology, we are helping companies implement digital transformation to measurably improve their operations, conserve valuable resources and enhance their safety.


We offer equitable opportunities, celebrate diversity, and embrace challenges with confidence that, together, we can make an impact across a broad spectrum of countries and industries. Whether you’re an established professional looking for a career change, an undergraduate student exploring possibilities, or a recent graduate with an advanced degree, you’ll find your chance to make a difference with Emerson. Join our team – let’s go!


**No calls or agencies please.**","","https://ph.indeed.com/cmp/Emerson","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f6239ae51e3eb8b432eb5ee446c9b9ea","https://www.emerson.com/en-us/global","Saint Louis, MO","10,000+","more than $10B (USD)","Emerson combines industry knowledge, manufacturing expertise, and technological innovation to offer a broad range of products and services.","","","","","",""
"in-b0fa1b96639808e0","indeed","https://ph.indeed.com/viewjob?jk=b0fa1b96639808e0","http://ph.indeed.com/job/software-engineer-aspnet-mvc-b0fa1b96639808e0","Software Engineer - ASP.NET MVC","Accion Labs","Mandaluyong, P00, PH","2026-07-10","fulltime","","","","","",True,"","","","","**Software Engineer \\- ASP.NET MVC**

**Role Summary**

As a Custom Software Engineer, a typical day involves designing and developing tailored software solutions that meet unique business requirements. The role includes coding, testing, and refining various components within systems or applications. Collaboration with cross\\-functional teams and adapting to evolving project needs are integral parts of the daily workflow, ensuring the delivery of efficient and scalable software products.

**Professional \\& Technical Skills:**

* Required Skill: Expert proficiency in ASP.NET MVC.
* Additional Good To Have Skills: Experience with MySQL Database Administration, Microsoft Azure Administration.
* Strong understanding of web application architecture and design patterns.
* Experience in developing responsive and user\\-friendly interfaces.
* Familiarity with version control systems and continuous integration practices.
* Ability to troubleshoot and optimize application performance.

**REQUIRED SKILLS:**

* .Net, SQL, Azure and React

**Additional Information:**

* The candidate should have minimum 5 years of experience in ASP.NET MVC.
* Contractual: 6 months
* Shift schedule: morning shift (7am\\-5pm)
* Work set up: Hybrid \\- Week: 2x RTO \\+ 3x WFH
* Location: Mandaluyong
* Salary Offer: (98,000 – 182,000 \\+ 3,000 allowance)

Job Type: Full\\-time

Pay: Php100,000\\.00 \\- Php180,000\\.00 per month

Experience:

* SQL: 3 years (Required)
* Azure: 3 years (Required)
* React: 3 years (Required)
* ASP.Net MVC: 5 years (Required)
* .NET: 5 years (Required)

Work Location: Hybrid remote in Mandaluyong","","https://ph.indeed.com/cmp/Accion-Labs","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/d5bc4fadb0b393b16170be587bc1605d","https://www.accionlabs.com/","","501 to 1,000","Decline to state","Accionlabs PH is a privately held, innovation-driven technology services company specializing in cloud engineering, digital transformation, and emerging technologies. Founded in 2011 by Kinesh Doshi a","","","","","",""
